date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,lon
802,2014-05-16 00:00:00,342000.0,3.0,1.0,1260,6826,1.0,0,0,3,720,540,1944,0,14040 24th Ave NE,Seattle,WA 98125,USA,-122.30271,47.73046
803,2014-05-16 00:00:00,345000.0,4.0,1.0,1980,7991,1.5,0,0,3,1980,0,1962,2003,12652 SE 160th St,Renton,WA 98058,USA,-122.17034,47.460359
804,2014-05-16 00:00:00,724800.0,3.0,2.0,2050,3933,1.0,0,0,3,1180,870,1926,2001,2610 E Montlake Pl E,Seattle,WA 98112,USA,-122.303122,47.643544
805,2014-05-16 00:00:00,725000.0,5.0,2.75,2830,5310,2.0,0,0,3,2830,0,2006,0,11931 179th Pl NE,Redmond,WA 98052,USA,-122.100973,47.707421
806,2014-05-16 00:00:00,605000.0,2.0,1.0,910,3600,1.0,0,0,4,910,0,1909,1989,1617-1621 3rd Ave W,Seattle,WA 98119,USA,-122.36109,47.63365
807,2014-05-16 00:00:00,350000.0,4.0,2.5,2440,4000,2.0,0,0,3,2440,0,2009,0,24246 229th Ave SE,Maple Valley,WA 98038,USA,-122.035997,47.384084
808,2014-05-16 00:00:00,785000.0,3.0,2.0,2180,5440,1.0,0,0,5,1100,1080,1904,0,4111 Woodland Park Ave N,Seattle,WA 98103,USA,-122.344991,47.657009
809,2014-05-16 00:00:00,250000.0,3.0,2.0,1900,6660,1.0,0,0,5,950,950,1966,0,27022 216th Ave SE,Maple Valley,WA 98038,USA,-122.054126,47.359436
810,2014-05-16 00:00:00,565000.0,3.0,2.25,1520,1221,3.0,0,0,3,1520,0,2013,1923,1512 NW 62nd St,Seattle,WA 98107,USA,-122.376907,47.674051
811,2014-05-16 00:00:00,875000.0,3.0,2.0,2220,6641,1.0,0,2,4,1220,1000,1947,1988,2559 24th Ave W,Seattle,WA 98199,USA,-122.388002,47.642605
812,2014-05-16 00:00:00,862500.0,4.0,2.75,3280,24440,2.0,0,0,3,3280,0,1996,0,12040 201st Pl NE,Woodinville,WA 98077,USA,-122.070119,47.707287
813,2014-05-16 00:00:00,400000.0,3.0,2.5,2740,83199,2.0,0,4,3,2740,0,1973,2013,27200-27218 52nd Ave S,Kent,WA 98032,USA,-122.26744,47.35798
814,2014-05-16 00:00:00,282613.0,2.0,1.0,830,6017,1.0,0,0,4,830,0,1954,1979,16221 Bagley Pl N,Shoreline,WA 98133,USA,-122.333928,47.746565
815,2014-05-16 00:00:00,174500.0,2.0,1.0,1010,5200,1.0,0,0,3,1010,0,1955,2005,20721 9th Ave S,Des Moines,WA 98198,USA,-122.323256,47.416588
816,2014-05-16 00:00:00,306500.0,3.0,2.25,2060,38377,1.0,0,0,4,1560,500,1978,2000,36415 12th Pl S,Federal Way,WA 98003,USA,-122.318911,47.274449
817,2014-05-16 00:00:00,445000.0,3.0,2.25,1990,7340,2.0,0,0,3,1990,0,1984,0,17849 149th Ave NE,Woodinville,WA 98072,USA,-122.140988,47.75791
818,2014-05-16 00:00:00,433000.0,4.0,2.5,2280,7568,2.0,0,0,4,2280,0,2001,0,2207 Kennewick Pl NE,Renton,WA 98056,USA,-122.194002,47.511506
819,2014-05-16 00:00:00,306000.0,3.0,2.5,1870,5874,2.0,0,0,3,1870,0,2005,0,22610 133rd Pl SE,Kent,WA 98042,USA,-122.162772,47.399204
820,2014-05-16 00:00:00,620000.0,3.0,2.25,1720,4000,1.5,0,0,4,1450,270,1921,0,5255 39th Ave NE,Seattle,WA 98105,USA,-122.286031,47.668263
821,2014-05-16 00:00:00,245000.0,2.0,1.0,870,6150,1.0,0,0,3,870,0,1941,1994,8627 9th Ave SW,Seattle,WA 98106,USA,-122.34704,47.52562
822,2014-05-16 00:00:00,238000.0,3.0,2.0,1020,1204,2.0,0,0,3,720,300,2004,2003,3419 SW Morgan St,Seattle,WA 98126,USA,-122.376033,47.544553
823,2014-05-16 00:00:00,523000.0,3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0,3200 44th Ave SW,Seattle,WA 98116,USA,-122.387764,47.575483
824,2014-05-16 00:00:00,522500.0,3.0,2.5,2370,7875,2.0,0,0,3,2370,0,2003,0,6504 E Crest View Loop SE,Snoqualmie,WA 98065,USA,-121.862631,47.542595
825,2014-05-16 00:00:00,180000.0,3.0,1.0,1000,18513,1.0,0,0,3,1000,0,1940,1996,1001 SW 102nd St,Seattle,WA 98146,USA,-122.347967,47.511749
826,2014-05-16 00:00:00,375000.0,3.0,1.5,1100,1751,2.0,0,0,3,940,160,2007,0,2001 S Norman St,Seattle,WA 98144,USA,-122.305927,47.592751
827,2014-05-16 00:00:00,249000.0,3.0,2.25,1440,7673,1.0,0,0,3,940,500,1982,0,22119 123rd Ave SE,Kent,WA 98031,USA,-122.178035,47.403301
828,2014-05-16 00:00:00,730100.0,4.0,2.5,3120,14300,2.0,0,0,3,3120,0,2003,0,120 Mt Si Pl NW,Issaquah,WA 98027,USA,-122.05495,47.531857
829,2014-05-16 00:00:00,551000.0,2.0,2.0,2260,9604,1.0,0,0,3,2260,0,1990,2009,9930 NE 197th St,Bothell,WA 98011,USA,-122.207857,47.771746
830,2014-05-16 00:00:00,375000.0,4.0,2.5,2790,7956,2.0,0,0,3,2790,0,2005,0,26004 18th Ave S,Des Moines,WA 98198,USA,-122.310137,47.368063
831,2014-05-16 00:00:00,540000.0,1.0,1.0,1140,6700,1.5,0,0,3,1140,0,1920,1979,9055 Palatine Ave N,Seattle,WA 98103,USA,-122.356948,47.695814
832,2014-05-16 00:00:00,605000.0,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,1987,0,411 27th Ave E,Seattle,WA 98112,USA,-122.297999,47.622986
833,2014-05-16 00:00:00,205000.0,5.0,1.75,1730,5200,1.0,0,0,4,1050,680,1978,2000,26607 190th Ave SE,Covington,WA 98042,USA,-122.088763,47.362727
834,2014-05-16 00:00:00,645000.0,4.0,2.5,3160,11380,2.0,0,0,3,3160,0,1983,2009,2504 225th Pl NE,Sammamish,WA 98074,USA,-122.038702,47.631908
835,2014-05-16 00:00:00,314000.0,4.0,2.5,2340,8990,2.0,0,0,3,2340,0,2003,0,24925 234th Pl SE,Maple Valley,WA 98038,USA,-122.029762,47.378145
836,2014-05-16 00:00:00,330000.0,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001,15421 SE 4th Pl,Bellevue,WA 98007,USA,-122.135392,47.605541
837,2014-05-16 00:00:00,490000.0,2.0,1.0,1160,5000,1.0,0,0,4,1160,0,1937,0,7752 33rd Ave NW,Seattle,WA 98117,USA,-122.399043,47.686453
838,2014-05-16 00:00:00,445000.0,3.0,3.0,1970,24318,1.0,0,0,3,1970,0,2010,0,18819 71st Ave NE,Kenmore,WA 98028,USA,-122.245918,47.765092
839,2014-05-16 00:00:00,2000000.0,5.0,4.25,6490,10862,2.0,0,3,4,3940,2550,1991,0,4080 E Mercer Way,Mercer Island,WA 98040,USA,-122.205036,47.57278
840,2014-05-16 00:00:00,377500.0,3.0,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0,2012 NW Boulder Way Dr,Issaquah,WA 98027,USA,-122.066913,47.534086
841,2014-05-16 00:00:00,480000.0,4.0,2.5,2430,5000,2.0,0,0,3,2430,0,2009,0,35019 SE Terrace St,Snoqualmie,WA 98065,USA,-121.872981,47.515
842,2014-05-16 00:00:00,804995.0,5.0,1.5,3360,5402,2.0,0,0,3,3360,0,2014,0,21481 SE 2nd Pl,Sammamish,WA 98074,USA,-122.052401,47.606626
843,2014-05-16 00:00:00,341000.0,3.0,2.5,1480,1663,2.0,0,0,3,1180,300,2012,1912,6510 34th Ave SW,Seattle,WA 98126,USA,-122.374829,47.544241
844,2014-05-16 00:00:00,675000.0,5.0,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0,6227-6299 Whitaker Ln SE,Snoqualmie,WA 98065,USA,-121.86221,47.54481
845,2014-05-16 00:00:00,611000.0,3.0,2.5,2134,1984,2.5,0,0,3,2134,0,2008,0,373 NE Eagle Way,Issaquah,WA 98029,USA,-122.02691,47.540223
846,2014-05-16 00:00:00,379950.0,3.0,3.25,1860,1787,3.0,0,0,3,1860,0,2007,0,17510 12th Ave NE,Shoreline,WA 98155,USA,-122.315923,47.756345
847,2014-05-16 00:00:00,1270000.0,4.0,3.0,5520,8313,2.0,0,3,3,3570,1950,2008,0,4468 158th Ave SE,Bellevue,WA 98006,USA,-122.12944,47.56703
848,2014-05-16 00:00:00,500000.0,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0,921-927 18th Ave,Seattle,WA 98122,USA,-122.30896,47.61041
849,2014-05-17 00:00:00,410000.0,3.0,2.0,1700,4250,1.0,0,0,3,890,810,1944,0,2204 W Emerson St,Seattle,WA 98199,USA,-122.385131,47.654167
850,2014-05-18 00:00:00,415000.0,3.0,2.5,2480,8342,2.0,0,0,3,2480,0,1986,0,18303 155th Pl SE,Renton,WA 98058,USA,-122.134063,47.438068
851,2014-05-18 00:00:00,297000.0,5.0,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0,419 Wetherbee Ln,Enumclaw,WA 98022,USA,-122.012972,47.194421
852,2014-05-18 00:00:00,575550.0,4.0,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0,14117 175th Ave NE,Redmond,WA 98052,USA,-122.104934,47.727237
853,2014-05-18 00:00:00,534640.0,3.0,2.5,2130,3500,1.0,0,0,4,1210,920,1994,0,13440 NE 148th St,Woodinville,WA 98072,USA,-122.158906,47.735796
854,2014-05-18 00:00:00,352500.0,3.0,2.25,1410,14110,1.0,0,2,3,1170,240,1987,2000,7426 N Fork Rd SE,Snoqualmie,WA 98065,USA,-121.760233,47.533825
855,2014-05-18 00:00:00,488000.0,2.0,2.0,1360,4688,1.0,0,0,3,780,580,1944,0,8023 12th Ave NE,Seattle,WA 98115,USA,-122.315306,47.68741
856,2014-05-18 00:00:00,732000.0,3.0,2.0,1940,55756,1.0,0,0,5,1940,0,1954,0,2049 144th Ave SE,Bellevue,WA 98007,USA,-122.149218,47.591294
857,2014-05-19 00:00:00,215000.0,2.0,2.25,1610,2040,2.0,0,0,4,1610,0,1979,0,2906 Kennewick Pl NE,Renton,WA 98056,USA,-122.193914,47.518033
858,2014-05-19 00:00:00,592500.0,2.0,2.0,1420,9191,1.5,0,2,5,1420,0,1928,1970,800 NE 95th St,Seattle,WA 98115,USA,-122.320066,47.697867
859,2014-05-19 00:00:00,290000.0,4.0,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0,22020 127th Ct SE,Kent,WA 98031,USA,-122.170894,47.404462
860,2014-05-19 00:00:00,475000.0,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0,7008 19th Ave NW,Seattle,WA 98117,USA,-122.380731,47.679861
861,2014-05-19 00:00:00,320000.0,3.0,2.5,2680,7757,2.0,0,0,3,2680,0,1990,2009,833 SW 346th St,Federal Way,WA 98023,USA,-122.346021,47.291754
862,2014-05-19 00:00:00,1216000.0,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0,4625 Somerset Dr SE,Bellevue,WA 98006,USA,-122.161965,47.56205
863,2014-05-19 00:00:00,290000.0,5.0,1.5,2120,7700,1.5,0,0,5,2120,0,1962,0,12611 SE 160th St,Renton,WA 98058,USA,-122.171996,47.459881
864,2014-05-19 00:00:00,487250.0,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0,4800-4898 Whitman Ave N,Seattle,WA 98103,USA,-122.333129,47.666713
865,2014-05-19 00:00:00,339000.0,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0,27305 245th Ave SE,Maple Valley,WA 98038,USA,-122.015978,47.357632
866,2014-05-19 00:00:00,440000.0,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0,6411 22nd Ave NW,Seattle,WA 98107,USA,-122.384974,47.67569
867,2014-05-19 00:00:00,366500.0,4.0,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0,15511 9th Ave NE,Shoreline,WA 98155,USA,-122.319921,47.741622
868,2014-05-19 00:00:00,462000.0,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954,5151 S Othello St,Seattle,WA 98118,USA,-122.268009,47.536742
869,2014-05-19 00:00:00,560000.0,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010,7353 16th Ave NW,Seattle,WA 98117,USA,-122.378088,47.682875
870,2014-05-19 00:00:00,285000.0,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009,8024 S 130th St,Seattle,WA 98178,USA,-122.231755,47.486626
871,2014-05-19 00:00:00,280000.0,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0,44633 SE 151st St,North Bend,WA 98045,USA,-121.744074,47.463869
872,2014-05-19 00:00:00,210000.0,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999,5612 18th Ave SW,Seattle,WA 98106,USA,-122.356758,47.551555
873,2014-05-19 00:00:00,690000.0,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0,7341 20th Ave NE,Seattle,WA 98115,USA,-122.307038,47.682513
874,2014-05-19 00:00:00,256500.0,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0,7615 SW 257th St,Vashon,WA 98070,USA,-122.429939,47.37352
875,2014-05-19 00:00:00,411000.0,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963,8309 36th Ave S,Seattle,WA 98118,USA,-122.286917,47.52926
876,2014-05-19 00:00:00,215000.0,3.0,1.0,970,7275,1.0,0,0,4,970,0,1970,0,11428 SE 225th St,Kent,WA 98031,USA,-122.18817,47.400618
877,2014-05-19 00:00:00,762000.0,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0,365 Crockett St,Seattle,WA 98109,USA,-122.350029,47.63723
878,2014-05-19 00:00:00,359950.0,3.0,1.0,1290,189486,1.0,0,0,4,1290,0,1960,2001,29701-29727 138th Ave SE,Auburn,WA 98092,USA,-122.15768,47.33561
879,2014-05-19 00:00:00,480000.0,4.0,3.5,3370,435600,2.0,0,3,3,3370,0,2005,0,44250 SE Edgewick Rd,North Bend,WA 98045,USA,-121.739314,47.44037
880,2014-05-19 00:00:00,1405000.0,4.0,3.5,3410,10769,2.0,0,0,3,3410,0,2008,0,10635 SE 2nd St,Bellevue,WA 98004,USA,-122.19874,47.60819
881,2014-05-19 00:00:00,390000.0,4.0,2.5,2490,8290,2.0,0,0,3,2490,0,1999,0,30271 129th Ave SE,Auburn,WA 98092,USA,-122.170817,47.330449
882,2014-05-19 00:00:00,413500.0,2.0,1.0,770,4000,1.0,0,0,5,770,0,1924,1956,615 NW 92nd St,Seattle,WA 98117,USA,-122.36421,47.695866
883,2014-05-19 00:00:00,285000.0,1.0,1.5,810,3211,2.0,0,0,4,810,0,1982,2011,11807 NE 105th Ct,Kirkland,WA 98033,USA,-122.184074,47.693858
884,2014-05-19 00:00:00,475000.0,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0,15024 Wallingford Ave N,Shoreline,WA 98133,USA,-122.336835,47.7384
885,2014-05-19 00:00:00,386591.0,3.0,2.5,1690,1613,2.0,0,0,3,1150,540,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA,-121.997752,47.552482
886,2014-05-19 00:00:00,524950.0,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0,7360 19th Ave NW,Seattle,WA 98117,USA,-122.380743,47.683071
887,2014-05-19 00:00:00,241000.0,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0,24023 SE 282nd St,Maple Valley,WA 98038,USA,-122.021038,47.348889
888,2014-05-19 00:00:00,461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,11053 Greenwood Ave N,Seattle,WA 98133,USA,-122.3559,47.710205
889,2014-05-19 00:00:00,810000.0,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000,17822 NE 154th St,Woodinville,WA 98072,USA,-122.101844,47.738957
890,2014-05-19 00:00:00,885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,6211 Ravenna Ave NE,Seattle,WA 98115,USA,-122.304112,47.673721
891,2014-05-19 00:00:00,247000.0,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0,1714 SW 354th Pl,Federal Way,WA 98023,USA,-122.356942,47.284305
892,2014-05-19 00:00:00,296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000,26715 Stanford Ct,Kent,WA 98032,USA,-122.277157,47.361794
893,2014-05-19 00:00:00,141800.0,2.0,1.0,930,4743,1.0,0,0,4,930,0,1942,1982,821 Dayton Ave NE,Renton,WA 98056,USA,-122.186826,47.496551
894,2014-05-19 00:00:00,333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,2023 24th Ave S,Seattle,WA 98144,USA,-122.301972,47.584748
895,2014-05-19 00:00:00,602000.0,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,6305 150th Ave NE,Redmond,WA 98052,USA,-122.140955,47.662616
896,2014-05-19 00:00:00,565000.0,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0,4621 193rd Pl SE,Issaquah,WA 98027,USA,-122.08203,47.561404
897,2014-05-19 00:00:00,373000.0,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0,18581 134th Pl NE,Woodinville,WA 98072,USA,-122.161075,47.762428
898,2014-05-19 00:00:00,588000.0,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0,10510 160th Ave NE,Redmond,WA 98052,USA,-122.125977,47.694265
899,2014-05-19 00:00:00,485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,816 NW Market St,Seattle,WA 98107,USA,-122.367062,47.668937
900,2014-05-19 00:00:00,482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,1820 24th Ave,Seattle,WA 98122,USA,-122.300818,47.618343
901,2014-05-19 00:00:00,251200.0,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0,240 S 198th St,Des Moines,WA 98148,USA,-122.332019,47.425005
902,2014-05-19 00:00:00,869000.0,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0,18524 SE 60th St,Issaquah,WA 98027,USA,-122.092621,47.548803
903,2014-05-19 00:00:00,464000.0,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,14926 NE 202nd St,Woodinville,WA 98072,USA,-122.13978,47.774224
904,2014-05-19 00:00:00,755000.0,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0,10805 177th Ct NE,Redmond,WA 98052,USA,-122.104166,47.697155
905,2014-05-19 00:00:00,280000.0,3.0,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0,454 A St,Renton,WA 98056,USA,-122.1661252,47.4901318
906,2014-05-19 00:00:00,485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,3646 Dayton Ave N,Seattle,WA 98103,USA,-122.351907,47.653168
907,2014-05-19 00:00:00,305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013,16215 SE 172nd Ct,Renton,WA 98058,USA,-122.123998,47.447637
908,2014-05-19 00:00:00,110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,14917-14999 27th Pl S,SeaTac,WA 98188,USA,-122.29791,47.46883
909,2014-05-19 00:00:00,850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,6728 40th Ave SW,Seattle,WA 98136,USA,-122.382854,47.542125
910,2014-05-19 00:00:00,350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,1755 140th Ct SE,Bellevue,WA 98007,USA,-122.153154,47.594817
911,2014-05-19 00:00:00,319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,16336 131st Ave SE,Renton,WA 98058,USA,-122.165157,47.456781
912,2014-05-19 00:00:00,700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,901 18th Ave,Seattle,WA 98122,USA,-122.30896,47.61041
913,2014-05-19 00:00:00,368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,10010 44th Ave SW,Seattle,WA 98146,USA,-122.388252,47.513439
914,2014-05-19 00:00:00,433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,6729 37th Ave S,Seattle,WA 98118,USA,-122.286891,47.541808
915,2014-05-19 00:00:00,611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,23911 SE 6th St,Redmond,WA 98074,USA,-122.02103,47.603091
916,2014-05-19 00:00:00,1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,18200-18298 13th Ave NW,Shoreline,WA 98177,USA,-122.37337985,47.75779885
917,2014-05-19 00:00:00,307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,4751 Stephens Ave,Carnation,WA 98014,USA,-121.915213,47.649931
918,2014-05-19 00:00:00,442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,17110-17116 146th Ave SE,Renton,WA 98058,USA,-122.1461,47.44952
919,2014-05-19 00:00:00,485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,23902 6th Ave S,Des Moines,WA 98198,USA,-122.325949,47.387785
920,2014-05-19 00:00:00,367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,2632 NW North Beach Dr,Seattle,WA 98117,USA,-122.389971,47.701032
921,2014-05-19 00:00:00,429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,714 NE 10th St,North Bend,WA 98045,USA,-121.772862,47.501603
922,2014-05-19 00:00:00,446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,20402 63rd Ave NE,Kenmore,WA 98028,USA,-122.257492,47.776217
923,2014-05-19 00:00:00,572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,13322 SE 77th Ct,Newcastle,WA 98059,USA,-122.161128,47.533963
924,2014-05-19 00:00:00,477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,2313 NW 65th St,Seattle,WA 98117,USA,-122.38629,47.67586
925,2014-05-19 00:00:00,518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA,-122.370076,47.690347
926,2014-05-19 00:00:00,462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,4 151st Pl NE,Bellevue,WA 98007,USA,-122.13804,47.60832
927,2014-05-19 00:00:00,1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,2009 4th Ave N,Seattle,WA 98109,USA,-122.349809,47.636864
928,2014-05-19 00:00:00,137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,9445 8th Ave SW,Seattle,WA 98106,USA,-122.345774,47.517823
929,2014-05-19 00:00:00,530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,12418 NE 100th St,Kirkland,WA 98033,USA,-122.175007,47.689693
930,2014-05-19 00:00:00,818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,12449 240th Pl NE,Redmond,WA 98053,USA,-122.019048,47.709258
931,2014-05-19 00:00:00,640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,1806 11th Ave,Seattle,WA 98122,USA,-122.317968,47.617956
932,2014-05-19 00:00:00,298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA,-122.30393,47.33476
933,2014-05-19 00:00:00,575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,34115 SE Ash St,Snoqualmie,WA 98065,USA,-121.885679,47.519132
934,2014-05-20 00:00:00,730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,2913 278th Ave SE,Sammamish,WA 98075,USA,-121.969952,47.582288
935,2014-05-20 00:00:00,551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,7928 NE 182nd Pl,Kenmore,WA 98028,USA,-122.234258,47.760451
936,2014-05-20 00:00:00,271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,2019 24th Ave S,Seattle,WA 98144,USA,-122.301927,47.584946
937,2014-05-20 00:00:00,675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,17428 7th Pl SW,Normandy Park,WA 98166,USA,-122.343214,47.445798
938,2014-05-20 00:00:00,479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,915 6th Ave N,Seattle,WA 98109,USA,-122.345134,47.627697
939,2014-05-20 00:00:00,520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13342 30th Ave NE,Seattle,WA 98125,USA,-122.296081,47.725979
940,2014-05-20 00:00:00,599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,4810 S Raymond St,Seattle,WA 98118,USA,-122.271955,47.548636
941,2014-05-20 00:00:00,483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,4844 47th Ave SW,Seattle,WA 98116,USA,-122.391836,47.55804
942,2014-05-20 00:00:00,390000.0,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,14223 SE 179th Pl,Renton,WA 98058,USA,-122.151068,47.441042
943,2014-05-20 00:00:00,192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,USA,-122.298198,47.490858
944,2014-05-20 00:00:00,330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0,3522 SW 107th St,Seattle,WA 98146,USA,-122.37619,47.50738
945,2014-05-20 00:00:00,250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,12206 SE 217th St,Kent,WA 98031,USA,-122.177979,47.408115
946,2014-05-20 00:00:00,243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,8040 S 118th St,Seattle,WA 98178,USA,-122.231034,47.497501
947,2014-05-20 00:00:00,575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,7032 7th Ave NW,Seattle,WA 98117,USA,-122.364234,47.680479
948,2014-05-20 00:00:00,639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,13615 179th Ave NE,Redmond,WA 98052,USA,-122.10132,47.722303
949,2014-05-20 00:00:00,710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,2422 E McGraw St,Seattle,WA 98112,USA,-122.301066,47.640483
950,2014-05-20 00:00:00,675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,16822 NE 87th St,Redmond,WA 98052,USA,-122.115182,47.680056
951,2014-05-20 00:00:00,405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,16819 SE 171st Pl,Renton,WA 98058,USA,-122.116994,47.448607
952,2014-05-20 00:00:00,615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,4941-4949 125th Ave SE,Bellevue,WA 98006,USA,-122.17402,47.55877
953,2014-05-20 00:00:00,490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,9237 7th Ave NW,Seattle,WA 98117,USA,-122.364959,47.697055
954,2014-05-20 00:00:00,467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,1427 NW 62nd St,Seattle,WA 98107,USA,-122.374899,47.67359
